DATASET_COLORSTRIP

SEPARATOR TAB

DATASET_LABEL	ponA 537
COLOR	#88419d

LEGEND_TITLE	ponA 537
GCGS0465	#b3cde3	Y
GCGS0466	#b3cde3	Y
GCGS0470	#b3cde3	Y
GCGS0471	#b3cde3	Y
GCGS0472	#b3cde3	Y
GCGS0473	#b3cde3	Y
GCGS0474	#b3cde3	Y
GCGS0475	#b3cde3	Y
GCGS0476	#b3cde3	Y
GCGS0477	#b3cde3	Y
GCGS0478	#b3cde3	Y
GCGS0479	#b3cde3	Y
GCGS0480	#b3cde3	Y
GCGS0481	#b3cde3	Y
GCGS0483	#b3cde3	Y
GCGS0484	#b3cde3	Y
GCGS0486	#b3cde3	Y
GCGS0487	#b3cde3	Y
GCGS0488	#b3cde3	Y
GCGS0489	#b3cde3	Y
GCGS0490	#b3cde3	Y
GCGS0492	#b3cde3	Y
GCGS0493	#b3cde3	Y
GCGS0494	#b3cde3	Y
GCGS0495	#b3cde3	Y
GCGS0496	#b3cde3	Y
GCGS0497	#b3cde3	Y
GCGS0498	#b3cde3	Y
GCGS0500	#b3cde3	Y
GCGS0501	#b3cde3	Y
GCGS0502	#b3cde3	Y
GCGS0504	#b3cde3	Y
GCGS0505	#b3cde3	Y
GCGS0506	#b3cde3	Y
GCGS0507	#b3cde3	Y
GCGS0508	#b3cde3	Y
GCGS0509	#b3cde3	Y
GCGS0510	#b3cde3	Y
GCGS0511	#b3cde3	Y
GCGS0512	#b3cde3	Y
GCGS0513	#b3cde3	Y
GCGS0514	#b3cde3	Y
GCGS0515	#b3cde3	Y
GCGS0516	#b3cde3	Y
GCGS0517	#b3cde3	Y
GCGS0518	#b3cde3	Y
GCGS0519	#b3cde3	Y
GCGS0521	#b3cde3	Y
GCGS0522	#b3cde3	Y
GCGS0523	#b3cde3	Y
GCGS0524	#b3cde3	Y
GCGS0525	#b3cde3	Y
GCGS0526	#b3cde3	Y
GCGS0528	#b3cde3	Y
GCGS0529	#b3cde3	Y
GCGS0531	#b3cde3	Y
GCGS0533	#b3cde3	Y
GCGS0536	#b3cde3	Y
GCGS0537	#b3cde3	Y
GCGS0538	#b3cde3	Y
GCGS0540	#b3cde3	Y
GCGS0541	#b3cde3	Y
GCGS0542	#b3cde3	Y
GCGS0543	#b3cde3	Y
GCGS0544	#b3cde3	Y
GCGS0545	#b3cde3	Y
GCGS0546	#b3cde3	Y
GCGS0549	#b3cde3	Y
GCGS0550	#b3cde3	Y
GCGS0551	#b3cde3	Y
GCGS0552	#b3cde3	Y
GCGS0553	#b3cde3	Y
GCGS0554	#b3cde3	Y
GCGS0555	#b3cde3	Y
GCGS0556	#b3cde3	Y
GCGS0557	#b3cde3	Y
GCGS0559	#b3cde3	Y
GCGS0561	#b3cde3	Y
GCGS0562	#b3cde3	Y
GCGS0564	#b3cde3	Y
GCGS0565	#b3cde3	Y
GCGS0566	#b3cde3	Y
GCGS0567	#b3cde3	Y
GCGS0568	#b3cde3	Y
GCGS0569	#b3cde3	Y
GCGS0571	#b3cde3	Y
GCGS0572	#b3cde3	Y
GCGS0573	#b3cde3	Y
GCGS0574	#b3cde3	Y
GCGS0575	#b3cde3	Y
GCGS0577	#b3cde3	Y
GCGS0578	#b3cde3	Y
GCGS0579	#b3cde3	Y
GCGS0580	#b3cde3	Y
GCGS0581	#b3cde3	Y
GCGS0582	#b3cde3	Y
GCGS0583	#b3cde3	Y
GCGS0584	#b3cde3	Y
GCGS0585	#b3cde3	Y
GCGS0587	#b3cde3	Y
GCGS0588	#b3cde3	Y
GCGS0589	#b3cde3	Y
GCGS0590	#b3cde3	Y
GCGS0592	#b3cde3	Y
GCGS0593	#b3cde3	Y
GCGS0594	#b3cde3	Y
GCGS0596	#b3cde3	Y
GCGS0597	#b3cde3	Y
GCGS0598	#b3cde3	Y
GCGS0599	#b3cde3	Y
GCGS0600	#b3cde3	Y
GCGS0601	#b3cde3	Y
GCGS0602	#b3cde3	Y
GCGS0603	#b3cde3	Y
GCGS0604	#b3cde3	Y
GCGS0605	#b3cde3	Y
GCGS0607	#b3cde3	Y
GCGS0608	#b3cde3	Y
GCGS0609	#b3cde3	Y
GCGS0610	#b3cde3	Y
GCGS0612	#b3cde3	Y
GCGS0613	#b3cde3	Y
GCGS0614	#b3cde3	Y
GCGS0615	#b3cde3	Y
GCGS0616	#b3cde3	Y
GCGS0618	#b3cde3	Y
GCGS0620	#b3cde3	Y
GCGS0623	#b3cde3	Y
GCGS0624	#b3cde3	Y
GCGS0625	#b3cde3	Y
GCGS0626	#b3cde3	Y
GCGS0628	#b3cde3	Y
GCGS0629	#b3cde3	Y
GCGS0630	#b3cde3	Y
GCGS0632	#b3cde3	Y
GCGS0633	#b3cde3	Y
GCGS0634	#b3cde3	Y
GCGS0635	#b3cde3	Y
GCGS0636	#b3cde3	Y
GCGS0637	#b3cde3	Y
GCGS0639	#b3cde3	Y
GCGS0640	#b3cde3	Y
GCGS0642	#b3cde3	Y
GCGS0643	#b3cde3	Y
GCGS0644	#b3cde3	Y
GCGS0645	#b3cde3	Y
GCGS0647	#b3cde3	Y
GCGS0648	#b3cde3	Y
GCGS0649	#b3cde3	Y
GCGS0651	#b3cde3	Y
GCGS0652	#b3cde3	Y
GCGS0653	#b3cde3	Y
GCGS0655	#b3cde3	Y
GCGS0656	#b3cde3	Y
GCGS0657	#b3cde3	Y
GCGS0659	#b3cde3	Y
GCGS0660	#b3cde3	Y
GCGS0661	#b3cde3	Y
GCGS0662	#b3cde3	Y
GCGS0663	#b3cde3	Y
GCGS0664	#b3cde3	Y
GCGS0665	#b3cde3	Y
GCGS0666	#b3cde3	Y
GCGS0668	#b3cde3	Y
GCGS0669	#b3cde3	Y
GCGS0670	#b3cde3	Y
GCGS0672	#b3cde3	Y
GCGS0673	#b3cde3	Y
GCGS0674	#b3cde3	Y
GCGS0675	#b3cde3	Y
GCGS0676	#b3cde3	Y
GCGS0677	#b3cde3	Y
GCGS0678	#b3cde3	Y
GCGS0679	#b3cde3	Y
GCGS0680	#b3cde3	Y
GCGS0681	#b3cde3	Y
GCGS0682	#b3cde3	Y
GCGS0685	#b3cde3	Y
GCGS0686	#b3cde3	Y
GCGS0688	#b3cde3	Y
GCGS0689	#b3cde3	Y
GCGS0690	#b3cde3	Y
GCGS0691	#b3cde3	Y
GCGS0694	#b3cde3	Y
GCGS0695	#b3cde3	Y
GCGS0698	#b3cde3	Y
GCGS0700	#b3cde3	Y
GCGS0702	#b3cde3	Y
GCGS0703	#b3cde3	Y
GCGS0705	#b3cde3	Y
GCGS0708	#b3cde3	Y
GCGS0710	#b3cde3	Y
GCGS0711	#b3cde3	Y
GCGS0712	#b3cde3	Y
GCGS0713	#b3cde3	Y
GCGS0714	#b3cde3	Y
GCGS0715	#b3cde3	Y
GCGS0718	#b3cde3	Y
GCGS0719	#b3cde3	Y
GCGS0720	#b3cde3	Y
GCGS0722	#b3cde3	Y
GCGS0725	#b3cde3	Y
GCGS0726	#b3cde3	Y
GCGS0727	#b3cde3	Y
GCGS0729	#b3cde3	Y
GCGS0730	#b3cde3	Y
GCGS0731	#b3cde3	Y
GCGS0732	#b3cde3	Y
GCGS0733	#b3cde3	Y
GCGS0737	#b3cde3	Y
GCGS0739	#b3cde3	Y
GCGS0740	#b3cde3	Y
GCGS0741	#b3cde3	Y
GCGS0742	#b3cde3	Y
GCGS0743	#b3cde3	Y
GCGS0745	#b3cde3	Y
GCGS0748	#b3cde3	Y
GCGS0749	#b3cde3	Y
GCGS0750	#b3cde3	Y
GCGS0752	#b3cde3	Y
GCGS0753	#b3cde3	Y
GCGS0754	#b3cde3	Y
GCGS0755	#b3cde3	Y
GCGS0756	#b3cde3	Y
GCGS0757	#b3cde3	Y
GCGS0759	#b3cde3	Y
GCGS0760	#b3cde3	Y
GCGS0761	#b3cde3	Y
GCGS0762	#b3cde3	Y
GCGS0763	#b3cde3	Y
GCGS0764	#b3cde3	Y
GCGS0765	#b3cde3	Y
GCGS0766	#b3cde3	Y
GCGS0768	#b3cde3	Y
GCGS0769	#b3cde3	Y
GCGS0770	#b3cde3	Y
GCGS0773	#b3cde3	Y
GCGS0774	#b3cde3	Y
GCGS0775	#b3cde3	Y
GCGS0776	#b3cde3	Y
GCGS0777	#b3cde3	Y
GCGS0778	#b3cde3	Y
GCGS0779	#b3cde3	Y
GCGS0781	#b3cde3	Y
GCGS0782	#b3cde3	Y
GCGS0783	#b3cde3	Y
GCGS0784	#b3cde3	Y
GCGS0785	#b3cde3	Y
GCGS0786	#b3cde3	Y
GCGS0787	#b3cde3	Y
GCGS0788	#b3cde3	Y
GCGS0789	#b3cde3	Y
GCGS0790	#b3cde3	Y
GCGS0791	#b3cde3	Y
GCGS0792	#b3cde3	Y
GCGS0794	#b3cde3	Y
GCGS0795	#b3cde3	Y
GCGS0796	#b3cde3	Y
GCGS0798	#b3cde3	Y
GCGS0799	#b3cde3	Y
GCGS0801	#b3cde3	Y
GCGS0805	#b3cde3	Y
GCGS0806	#b3cde3	Y
GCGS0807	#b3cde3	Y
GCGS0808	#b3cde3	Y
GCGS0809	#b3cde3	Y
GCGS0810	#b3cde3	Y
GCGS0811	#b3cde3	Y
GCGS0812	#b3cde3	Y
GCGS0813	#b3cde3	Y
GCGS0816	#b3cde3	Y
GCGS0817	#b3cde3	Y
GCGS0818	#b3cde3	Y
GCGS0819	#b3cde3	Y
GCGS0823	#b3cde3	Y
GCGS0824	#b3cde3	Y
GCGS0825	#b3cde3	Y
GCGS0827	#b3cde3	Y
GCGS0828	#b3cde3	Y
GCGS0830	#b3cde3	Y
GCGS0832	#b3cde3	Y
GCGS0833	#b3cde3	Y
GCGS0834	#b3cde3	Y
GCGS0837	#b3cde3	Y
GCGS0839	#b3cde3	Y
GCGS0840	#b3cde3	Y
GCGS0842	#b3cde3	Y
GCGS0843	#b3cde3	Y
GCGS0844	#b3cde3	Y
GCGS0845	#b3cde3	Y
GCGS0849	#b3cde3	Y
GCGS0850	#b3cde3	Y
GCGS0851	#b3cde3	Y
GCGS0854	#b3cde3	Y
GCGS0855	#b3cde3	Y
GCGS0856	#b3cde3	Y
GCGS0857	#b3cde3	Y
GCGS0858	#b3cde3	Y
GCGS0859	#b3cde3	Y
GCGS0860	#b3cde3	Y
GCGS0861	#b3cde3	Y
GCGS0863	#b3cde3	Y
GCGS0864	#b3cde3	Y
GCGS0865	#b3cde3	Y
GCGS0870	#b3cde3	Y
GCGS0871	#b3cde3	Y
GCGS0873	#b3cde3	Y
GCGS0878	#b3cde3	Y
GCGS0879	#b3cde3	Y
GCGS0881	#b3cde3	Y
GCGS0882	#b3cde3	Y
GCGS0883	#b3cde3	Y
GCGS0884	#b3cde3	Y
GCGS0885	#b3cde3	Y
GCGS0887	#b3cde3	Y
GCGS0888	#b3cde3	Y
GCGS0889	#b3cde3	Y
GCGS0890	#b3cde3	Y
GCGS0892	#b3cde3	Y
GCGS0894	#b3cde3	Y
GCGS0902	#b3cde3	Y
GCGS0905	#b3cde3	Y
GCGS0908	#b3cde3	Y
GCGS0910	#b3cde3	Y
GCGS0911	#b3cde3	Y
GCGS0912	#b3cde3	Y
GCGS0913	#b3cde3	Y
GCGS0915	#b3cde3	Y
GCGS0916	#b3cde3	Y
GCGS0918	#b3cde3	Y
GCGS0919	#b3cde3	Y
GCGS0920	#b3cde3	Y
GCGS0922	#b3cde3	Y
GCGS0923	#b3cde3	Y
GCGS0924	#b3cde3	Y
GCGS0925	#b3cde3	Y
GCGS0926	#b3cde3	Y
GCGS0927	#b3cde3	Y
GCGS0929	#b3cde3	Y
GCGS0934	#b3cde3	Y
GCGS0936	#b3cde3	Y
GCGS0937	#b3cde3	Y
GCGS0940	#b3cde3	Y
GCGS0942	#b3cde3	Y
GCGS0943	#b3cde3	Y
GCGS0944	#b3cde3	Y
GCGS0947	#b3cde3	Y
GCGS0949	#b3cde3	Y
GCGS0952	#b3cde3	Y
GCGS0953	#b3cde3	Y
GCGS0955	#b3cde3	Y
GCGS0957	#b3cde3	Y
GCGS0959	#b3cde3	Y
GCGS0961	#b3cde3	Y
GCGS0962	#b3cde3	Y
GCGS0964	#b3cde3	Y
GCGS0965	#b3cde3	Y
GCGS0966	#b3cde3	Y
GCGS0967	#b3cde3	Y
GCGS0968	#b3cde3	Y
GCGS0969	#b3cde3	Y
GCGS0970	#b3cde3	Y
GCGS0972	#b3cde3	Y
GCGS0973	#b3cde3	Y
GCGS0974	#b3cde3	Y
GCGS0975	#b3cde3	Y
GCGS0978	#b3cde3	Y
GCGS0980	#b3cde3	Y
GCGS0982	#b3cde3	Y
GCGS0984	#b3cde3	Y
GCGS0988	#b3cde3	Y
GCGS0989	#b3cde3	Y
GCGS0990	#b3cde3	Y
GCGS0993	#b3cde3	Y
GCGS0998	#b3cde3	Y
GCGS0999	#b3cde3	Y
GCGS1000	#b3cde3	Y
GCGS1001	#b3cde3	Y
GCGS1003	#b3cde3	Y
GCGS1004	#b3cde3	Y
GCGS1005	#b3cde3	Y
GCGS1006	#b3cde3	Y
GCGS1007	#b3cde3	Y
GCGS1011	#b3cde3	Y
GCGS1012	#b3cde3	Y
GCGS1013	#b3cde3	Y
GCGS1014	#b3cde3	Y
GCGS1015	#b3cde3	Y
GCGS1016	#b3cde3	Y
GCGS1017	#b3cde3	Y
GCGS1018	#b3cde3	Y
GCGS1020	#b3cde3	Y
GCGS1021	#b3cde3	Y
GCGS1022	#b3cde3	Y
GCGS1023	#b3cde3	Y
GCGS1024	#b3cde3	Y
GCGS1025	#b3cde3	Y
GCGS1026	#b3cde3	Y
GCGS1028	#b3cde3	Y
GCGS1029	#b3cde3	Y
GCGS1030	#b3cde3	Y
GCGS1032	#b3cde3	Y
GCGS1035	#b3cde3	Y
GCGS1036	#b3cde3	Y
GCGS1037	#b3cde3	Y
GCGS1038	#b3cde3	Y
GCGS1039	#b3cde3	Y
GCGS1040	#b3cde3	Y
GCGS1041	#b3cde3	Y
GCGS1042	#b3cde3	Y
GCGS1044	#b3cde3	Y
GCGS1046	#b3cde3	Y
GCGS1047	#b3cde3	Y
GCGS1048	#b3cde3	Y
GCGS1050	#b3cde3	Y
GCGS1052	#b3cde3	Y
GCGS1053	#b3cde3	Y
GCGS1054	#b3cde3	Y
GCGS1055	#b3cde3	Y
GCGS1056	#b3cde3	Y
GCGS1057	#b3cde3	Y
GCGS1058	#b3cde3	Y
GCGS1059	#b3cde3	Y
GCGS1060	#b3cde3	Y
GCGS1061	#b3cde3	Y
GCGS1063	#b3cde3	Y
GCGS1064	#b3cde3	Y
GCGS1065	#b3cde3	Y
GCGS1066	#b3cde3	Y
GCGS1067	#b3cde3	Y
GCGS1068	#b3cde3	Y
GCGS1069	#b3cde3	Y
GCGS1070	#b3cde3	Y
GCGS1071	#b3cde3	Y
GCGS1072	#b3cde3	Y
GCGS1073	#b3cde3	Y
GCGS1074	#b3cde3	Y
GCGS1075	#b3cde3	Y
GCGS1076	#b3cde3	Y
GCGS1077	#b3cde3	Y
GCGS1078	#b3cde3	Y
GCGS1079	#b3cde3	Y
GCGS1080	#b3cde3	Y
GCGS1081	#b3cde3	Y
GCGS1083	#b3cde3	Y
GCGS1085	#b3cde3	Y
GCGS1086	#b3cde3	Y
GCGS1087	#b3cde3	Y
GCGS1088	#b3cde3	Y
GCGS1090	#b3cde3	Y
GCGS1091	#b3cde3	Y
GCGS1092	#b3cde3	Y
GCGS1093	#b3cde3	Y
GCGS1095	#b3cde3	Y
GCGS1096	#b3cde3	Y
GCGS1097	#b3cde3	Y
GCGS1098	#b3cde3	Y
GCGS1100	#b3cde3	Y
GCGS1101	#b3cde3	Y
GCGS1103	#b3cde3	Y
GCGS1104	#b3cde3	Y
ERR2133894	#b3cde3	Y
ERR2133896	#b3cde3	Y
ERR2133897	#b3cde3	Y
ERR2133901	#b3cde3	Y
ERR2133903	#b3cde3	Y
ERR2133907	#b3cde3	Y
ERR2133911	#b3cde3	Y
ERR2133916	#b3cde3	Y
ERR2133917	#b3cde3	Y
ERR2133921	#b3cde3	Y
ERR2133923	#b3cde3	Y
ERR2133926	#b3cde3	Y
ERR2133927	#b3cde3	Y
ERR2133930	#b3cde3	Y
ERR2133932	#b3cde3	Y
ERR2133933	#b3cde3	Y
ERR2133936	#b3cde3	Y
ERR2133938	#b3cde3	Y
ERR2133941	#b3cde3	Y
ERR2133943	#b3cde3	Y
ERR2133944	#b3cde3	Y
ERR2133945	#b3cde3	Y
ERR2133947	#b3cde3	Y
ERR2133950	#b3cde3	Y
ERR2133956	#b3cde3	Y
ERR2133957	#b3cde3	Y
ERR2133961	#b3cde3	Y
ERR2133965	#b3cde3	Y
ERR2133968	#b3cde3	Y
ERR2133970	#b3cde3	Y
ERR2133972	#b3cde3	Y
ERR2133974	#b3cde3	Y
ERR2133975	#b3cde3	Y
ERR2133977	#b3cde3	Y
ERR2133979	#b3cde3	Y
ERR2133982	#b3cde3	Y
ERR2133987	#b3cde3	Y
FA1090	#b3cde3	Y
FA6140	#b3cde3	Y
ERR3623128	#b3cde3	Y
ERR3623129	#b3cde3	Y
ERR3623130	#b3cde3	Y
ERR3623131	#b3cde3	Y
ERR3623133	#b3cde3	Y
ERR3623134	#b3cde3	Y
ERR3623136	#b3cde3	Y
ERR3623137	#b3cde3	Y
ERR3623138	#b3cde3	Y
ERR3623139	#b3cde3	Y
ERR3623142	#b3cde3	Y
ERR3623143	#b3cde3	Y
ERR3623145	#b3cde3	Y
ERR3623147	#b3cde3	Y
ERR3623151	#b3cde3	Y
ERR3623153	#b3cde3	Y
ERR3623154	#b3cde3	Y
ERR3623155	#b3cde3	Y
ERR3623157	#b3cde3	Y
ERR3623159	#b3cde3	Y
ERR3623160	#b3cde3	Y
ERR3623161	#b3cde3	Y
ERR3623162	#b3cde3	Y
ERR3623164	#b3cde3	Y
ERR3623165	#b3cde3	Y
ERR3623167	#b3cde3	Y
ERR3623168	#b3cde3	Y
ERR3623170	#b3cde3	Y
ERR3623171	#b3cde3	Y
ERR3623172	#b3cde3	Y
ERR3623173	#b3cde3	Y
ERR3623174	#b3cde3	Y
ERR3623175	#b3cde3	Y
ERR3623178	#b3cde3	Y
ERR3623179	#b3cde3	Y
ERR3623180	#b3cde3	Y
ERR3623181	#b3cde3	Y
ERR3623182	#b3cde3	Y
ERR3623183	#b3cde3	Y
ERR3623184	#b3cde3	Y
ERR3623187	#b3cde3	Y
ERR3623189	#b3cde3	Y
ERR3623190	#b3cde3	Y
ERR3623195	#b3cde3	Y
ERR3623196	#b3cde3	Y
ERR3623197	#b3cde3	Y
ERR3623198	#b3cde3	Y
ERR3623199	#b3cde3	Y
ERR3623200	#b3cde3	Y
ERR3623201	#b3cde3	Y
ERR3623203	#b3cde3	Y
ERR3623205	#b3cde3	Y
ERR3623206	#b3cde3	Y
ERR3623208	#b3cde3	Y
ERR3623209	#b3cde3	Y
ERR3623211	#b3cde3	Y
ERR3623212	#b3cde3	Y
ERR3623214	#b3cde3	Y
ERR3623215	#b3cde3	Y
ERR3623216	#b3cde3	Y
ERR3623219	#b3cde3	Y
ERR3623223	#b3cde3	Y
ERR3623224	#b3cde3	Y
ERR3623225	#b3cde3	Y
ERR3623226	#b3cde3	Y
ERR3623227	#b3cde3	Y
ERR3623229	#b3cde3	Y
ERR3623230	#b3cde3	Y
ERR3623231	#b3cde3	Y
ERR3623233	#b3cde3	Y
ERR3623235	#b3cde3	Y
ERR3623236	#b3cde3	Y
ERR3623351	#b3cde3	Y
ERR3623353	#b3cde3	Y
ERR3623354	#b3cde3	Y
ERR3623356	#b3cde3	Y
ERR3623357	#b3cde3	Y
ERR3623358	#b3cde3	Y
ERR3623359	#b3cde3	Y
ERR3623360	#b3cde3	Y
ERR3623361	#b3cde3	Y
ERR3623362	#b3cde3	Y
ERR3623363	#b3cde3	Y
ERR3623365	#b3cde3	Y
ERR3623366	#b3cde3	Y
ERR3623367	#b3cde3	Y
ERR3623368	#b3cde3	Y
ERR3623370	#b3cde3	Y
ERR3623371	#b3cde3	Y
ERR3623373	#b3cde3	Y
ERR3623374	#b3cde3	Y
ERR3623375	#b3cde3	Y
ERR3623376	#b3cde3	Y
ERR3623377	#b3cde3	Y
ERR3623378	#b3cde3	Y
ERR3623379	#b3cde3	Y
ERR3623380	#b3cde3	Y
ERR3623381	#b3cde3	Y
ERR3623383	#b3cde3	Y
ERR3623384	#b3cde3	Y
ERR3623385	#b3cde3	Y
ERR3623387	#b3cde3	Y
ERR3623388	#b3cde3	Y
ERR3623389	#b3cde3	Y
ERR3623390	#b3cde3	Y
ERR3623410	#b3cde3	Y
ERR3623411	#b3cde3	Y
ERR3623413	#b3cde3	Y
ERR3623414	#b3cde3	Y
ERR3623416	#b3cde3	Y
ERR3623418	#b3cde3	Y
ERR3623419	#b3cde3	Y
ERR3623420	#b3cde3	Y
ERR3623422	#b3cde3	Y
ERR3623423	#b3cde3	Y
ERR3623424	#b3cde3	Y
ERR3623425	#b3cde3	Y
ERR3623426	#b3cde3	Y
ERR3623428	#b3cde3	Y
ERR3623429	#b3cde3	Y
ERR3623430	#b3cde3	Y
ERR3623431	#b3cde3	Y
ERR3623432	#b3cde3	Y
ERR3623434	#b3cde3	Y
ERR3623437	#b3cde3	Y
ERR3623439	#b3cde3	Y
ERR3623440	#b3cde3	Y
ERR3623441	#b3cde3	Y
ERR3623445	#b3cde3	Y
ERR3623446	#b3cde3	Y
ERR3623447	#b3cde3	Y
ERR3623448	#b3cde3	Y
ERR3623449	#b3cde3	Y
ERR3623451	#b3cde3	Y
ERR3623456	#b3cde3	Y
ERR3623457	#b3cde3	Y
ERR3623459	#b3cde3	Y
ERR3623462	#b3cde3	Y
ERR3623463	#b3cde3	Y
ERR3623464	#b3cde3	Y
ERR3623465	#b3cde3	Y
ERR3623466	#b3cde3	Y
ERR3623469	#b3cde3	Y
ERR3623470	#b3cde3	Y
ERR3623471	#b3cde3	Y
ERR3623473	#b3cde3	Y
ERR3623474	#b3cde3	Y
ERR3623475	#b3cde3	Y
ERR3623479	#b3cde3	Y
ERR3623482	#b3cde3	Y
ERR3623483	#b3cde3	Y
ERR3623485	#b3cde3	Y
ERR3623486	#b3cde3	Y
ERR3623487	#b3cde3	Y
ERR3623488	#b3cde3	Y
ERR3623490	#b3cde3	Y
SRR5827018	#b3cde3	Y
SRR5827019	#b3cde3	Y
SRR5827021	#b3cde3	Y
SRR5827023	#b3cde3	Y
SRR5827025	#b3cde3	Y
SRR5827026	#88419d	C
SRR5827030	#b3cde3	Y
SRR5827032	#b3cde3	Y
SRR5827034	#b3cde3	Y
SRR5827038	#b3cde3	Y
SRR5827039	#b3cde3	Y
SRR5827042	#88419d	C
SRR5827048	#b3cde3	Y
SRR5827049	#b3cde3	Y
SRR5827050	#b3cde3	Y
SRR5827051	#b3cde3	Y
SRR5827052	#b3cde3	Y
SRR5827055	#b3cde3	Y
SRR5827057	#b3cde3	Y
SRR5827059	#b3cde3	Y
SRR5827060	#88419d	C
SRR5827067	#b3cde3	Y
SRR5827072	#b3cde3	Y
SRR5827074	#b3cde3	Y
SRR5827079	#b3cde3	Y
SRR5827081	#88419d	C
SRR5827082	#b3cde3	Y
SRR5827085	#b3cde3	Y
SRR5827086	#b3cde3	Y
SRR5827087	#b3cde3	Y
SRR5827089	#88419d	C
SRR5827090	#b3cde3	Y
SRR5827091	#b3cde3	Y
SRR5827092	#b3cde3	Y
SRR5827093	#b3cde3	Y
SRR5827096	#b3cde3	Y
SRR5827097	#b3cde3	Y
SRR5827098	#b3cde3	Y
SRR5827099	#b3cde3	Y
SRR5827101	#b3cde3	Y
SRR5827102	#b3cde3	Y
SRR5827103	#b3cde3	Y
SRR5827106	#b3cde3	Y
SRR5827107	#b3cde3	Y
SRR5827109	#b3cde3	Y
SRR5827111	#b3cde3	Y
SRR5827115	#b3cde3	Y
SRR5827119	#b3cde3	Y
SRR5827120	#b3cde3	Y
SRR5827122	#b3cde3	Y
SRR5827123	#b3cde3	Y
SRR5827126	#88419d	C
SRR5827128	#b3cde3	Y
SRR5827129	#88419d	C
SRR5827131	#88419d	C
SRR5827132	#b3cde3	Y
SRR5827133	#b3cde3	Y
SRR5827134	#b3cde3	Y
SRR5827135	#b3cde3	Y
SRR5827137	#b3cde3	Y
SRR5827141	#b3cde3	Y
SRR5827142	#b3cde3	Y
SRR5827143	#88419d	C
SRR5827147	#b3cde3	Y
SRR5827148	#b3cde3	Y
SRR5827149	#b3cde3	Y
SRR5827150	#b3cde3	Y
SRR5827152	#b3cde3	Y
SRR5827157	#b3cde3	Y
SRR5827158	#b3cde3	Y
SRR5827159	#b3cde3	Y
SRR5827160	#b3cde3	Y
SRR5827161	#b3cde3	Y
SRR5827163	#b3cde3	Y
SRR5827167	#b3cde3	Y
SRR5827168	#b3cde3	Y
SRR5827170	#b3cde3	Y
SRR5827175	#b3cde3	Y
SRR5827177	#b3cde3	Y
SRR5827180	#b3cde3	Y
SRR5827182	#b3cde3	Y
SRR5827183	#b3cde3	Y
SRR5827184	#b3cde3	Y
SRR5827185	#b3cde3	Y
SRR5827187	#b3cde3	Y
SRR5827188	#b3cde3	Y
SRR5827190	#b3cde3	Y
SRR5827193	#b3cde3	Y
SRR5827194	#b3cde3	Y
SRR5827195	#b3cde3	Y
SRR5827196	#b3cde3	Y
SRR5827197	#b3cde3	Y
SRR5827200	#b3cde3	Y
SRR5827204	#b3cde3	Y
SRR5827206	#b3cde3	Y
SRR5827213	#88419d	C
SRR5827214	#b3cde3	Y
SRR5827216	#b3cde3	Y
SRR5827218	#b3cde3	Y
SRR5827219	#b3cde3	Y
SRR5827221	#b3cde3	Y
SRR5827222	#b3cde3	Y
SRR5827229	#b3cde3	Y
SRR5827233	#b3cde3	Y
SRR5827234	#b3cde3	Y
SRR5827236	#b3cde3	Y
SRR5827238	#b3cde3	Y
SRR5827241	#b3cde3	Y
SRR5827242	#88419d	C
SRR5827243	#b3cde3	Y
SRR5827245	#b3cde3	Y
SRR5827246	#b3cde3	Y
SRR5827247	#b3cde3	Y
SRR5827248	#b3cde3	Y
SRR5827251	#b3cde3	Y
SRR5827256	#b3cde3	Y
SRR5827257	#b3cde3	Y
SRR5827260	#b3cde3	Y
SRR5827261	#b3cde3	Y
SRR5827262	#b3cde3	Y
SRR5827264	#88419d	C
SRR5827266	#b3cde3	Y
SRR5827268	#b3cde3	Y
SRR5827269	#b3cde3	Y
SRR5827271	#b3cde3	Y
SRR5827272	#b3cde3	Y
SRR5827275	#88419d	C
SRR5827276	#b3cde3	Y
SRR5827277	#b3cde3	Y
SRR5827279	#b3cde3	Y
SRR5827281	#b3cde3	Y
SRR5827282	#b3cde3	Y
SRR5827283	#b3cde3	Y
SRR5827287	#b3cde3	Y
SRR5827290	#b3cde3	Y
SRR5827299	#b3cde3	Y
SRR5827300	#b3cde3	Y
SRR5827301	#b3cde3	Y
SRR5827303	#88419d	C
SRR5827304	#b3cde3	Y
SRR5827305	#b3cde3	Y
SRR5827307	#b3cde3	Y
SRR5827308	#b3cde3	Y
SRR5827309	#b3cde3	Y
SRR5827310	#b3cde3	Y
SRR5827311	#b3cde3	Y
SRR5827316	#b3cde3	Y
SRR5827317	#b3cde3	Y
SRR5827318	#b3cde3	Y
SRR5827321	#b3cde3	Y
SRR5827322	#b3cde3	Y
SRR5827325	#88419d	C
SRR5827326	#b3cde3	Y
SRR5827327	#b3cde3	Y
SRR5827329	#b3cde3	Y
SRR5827330	#b3cde3	Y
SRR5827332	#b3cde3	Y
SRR5827334	#b3cde3	Y
SRR5827335	#b3cde3	Y
SRR5827339	#b3cde3	Y
SRR5827340	#b3cde3	Y
SRR5827341	#b3cde3	Y
SRR5827342	#b3cde3	Y
SRR5827344	#b3cde3	Y
SRR5827345	#b3cde3	Y
SRR5827349	#b3cde3	Y
